0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0.0507868,0.12579475,0.216442,0.044900388,0.12813936,0.3033897,0.070134364,-0.003360921,-0.045416996,0.06970308,-0.13825604,-0.2943844,-0.06057017,0.168201,0.22818363,0.018327737
0.12939772,0.16253203,0.032967404,-0.11267438,0.011246043,-0.12102939,-0.067376144,-0.13355546,0.101680994,-0.115193315,0.0371674,0.11670814,0.0976865,0.045756377,0.002511896,-0.0385942
-0.01239732,-0.31694025,0.10500798,0.019293658,-0.021026684,0.068065524,0.20690322,-0.1048841,0.059687335,-0.12899539,0.05364004,-0.19016917,-0.020660535,0.20559289,0.01916294,-0.1809336
0.13449882,0.100010544,-0.03756694,0.14744298,0.085875355,-0.46714026,-0.1647203,0.22275253,-0.12637849,-0.17418349,0.033163536,0.20887417,-0.2119897,-0.1798337,-0.0702737,-0.14542402
-0.043481033,0.047891267,-0.11549226,-0.20082198,-0.043547045,-0.14631929,0.10094562,-0.031136753,0.03174957,-0.16505718,-0.008279787,0.27461976,-0.054356173,0.09142424,0.14786384,0.16869512
-0.09820353,0.11766038,0.11939652,-0.064911634,0.102297656,-0.004906806,-0.027959103,-0.052990932,0.10551721,0.052747026,0.12359541,-0.23172858,-0.025765458,-0.0769467,-0.071329184,0.026058307
-0.010573472,0.050222673,0.13249488,0.07408598,-0.020590575,-0.17808098,-0.012789915,0.094287865,-0.02704019,0.16634937,-0.02020295,0.08823744,0.108531475,0.074773535,-0.038270824,0.12625751
0.2999847,-0.120831,-0.2089561,0.012849855,-0.10081036,0.16281207,-0.0868757,0.09148216,-0.2578029,-0.12489436,-0.037869483,0.17291145,-0.013077652,0.33359778,-0.069829434,-0.05469115
0.080650695,0.11860732,-0.21926236,-0.015961424,-0.02338217,-0.13948712,-0.078231424,0.058552846,-0.12806721,0.12641054,-0.119149536,0.1369152,-0.113699175,-0.029533569,0.039245546,0.065544024
-0.042495176,0.17542559,0.11945994,0.16511527,-0.16700669,-0.15976767,-0.31456503,-0.21503377,-0.0584468,-0.058559194,0.0064513683,-0.072163,-0.023902487,0.02403908,0.08899443,0.21581674
-0.14799187,0.033167034,0.064837694,-0.14566876,0.0016033612,-0.08724689,-0.0085382685,-0.11348785,-0.13127768,0.17909423,-0.016659832,0.17127271,-0.008248878,-0.05569066,-0.1261708,-0.16053934
-0.10024719,-0.037940167,0.14028965,0.13352515,0.08319036,0.11501877,0.27347314,0.043092906,0.18177223,-0.05860974,-0.0723375,-0.007887799,-0.021056797,-0.06893344,-0.12157666,-0.07886826
0.072767146,0.016726298,0.3271782,0.13530558,0.060607757,0.051380597,-0.15205684,-0.049509868,-0.3404735,-0.14712027,0.09919307,-0.0033070033,0.0007324409,0.3603342,0.20768951,0.07327747
0.23509263,-0.2028843,0.05222201,0.16633332,0.10659726,0.12987976,0.21300077,0.19610178,-0.014901892,-0.006082875,-0.06485392,0.28257012,0.09267444,0.0951113,0.10281288,-0.07458461
-0.09207685,0.14427932,0.22224815,-0.10031985,0.049023587,-0.02739142,0.06442383,-0.0057973485,-0.36659384,0.33986735,0.05252077,-0.20671438,0.011575053,0.17837808,-0.14934713,0.020390006
0.06716691,0.16475162,-0.032978937,0.026938768,0.07762184,-0.1305767,-0.10460675,0.13458112,-0.11808113,-0.13874234,0.019139128,-0.016921991,0.10947892,-0.19894552,-0.10872288,0.23831777
0.030905606,-0.11769798,-0.14644721,0.15671262,-0.15173163,0.04366487,0.15791686,0.20410256,0.012227681,-0.22042364,-0.04086277,-0.18335173,-0.20145085,-0.066336386,-0.13760194,0.013174809
-0.2114578,-0.0085102115,-0.16514547,-0.020610832,-0.101580575,0.23785591,-0.04582577,0.026897991,-0.20925982,0.06684829,0.0047332845,-0.13951157,0.10033388,-0.14570008,-0.13129425,-0.21526298
0.08296176,0.17821951,0.047381334,-0.12573075,-0.0724344,-0.115067035,0.012005555,-0.05009204,-0.11921992,-0.2672758,0.028494714,-0.19350779,-0.065808296,-0.03195781,-0.061074685,-0.2676555
0.15198259,0.03852513,0.14172354,-0.18825103,0.16435161,0.047903657,0.19375037,-0.12785771,0.029679686,-0.17673473,-0.17192717,-0.24354362,-0.10403418,0.07707627,0.053954557,0.15788482
-0.07197555,0.038215037,-0.0061119176,-0.12768963,-0.18809648,0.109380856,-0.05880012,-0.22266088,0.044515323,0.06271528,-0.121174514,0.0769703,0.023421302,0.07959132,0.043056145,0.1221413
-0.18010768,-0.20392846,-0.054427855,0.13650769,0.17498982,0.11920183,0.18883008,-0.049204286,0.11285635,0.19644192,-0.029292248,-0.2600542,-0.085825786,0.07386992,-0.024326824,-0.04328907
-0.11732997,-0.14287573,-0.008934899,0.114301495,-0.015771182,0.095483586,-0.038350113,0.042037524,-0.11564043,0.057111036,0.17945096,-0.11328147,0.029028287,0.11514568,-0.027567957,-0.085546345
-0.07957096,0.30795914,-0.20652318,-0.14481817,-0.09139995,-0.094512634,0.17476225,-0.1315784,-0.045894783,0.07908372,-0.08316758,-0.28818452,-0.07933844,-0.14913154,0.10471048,-0.17278205
-0.04593315,0.18346277,-0.03354428,0.035394486,0.14381601,-0.08092039,0.020549627,0.060054068,0.11938549,0.1093534,-0.18185969,0.19969611,0.094547786,0.023458818,-0.21270318,-0.16927886
-0.016432485,0.02945689,-0.3589952,-0.01616281,-0.07033148,-0.11106944,-0.11156449,-0.2206196,-0.2753644,-0.064242035,-0.10351618,0.06936003,-0.27511844,0.057717163,-0.24190708,-0.057394505
-0.15088822,0.12394293,0.024182165,-0.023855465,-0.21338482,-0.34858096,-0.11693746,-0.09748623,-0.012559741,0.03597596,-0.10090675,0.06656213,-0.21534751,0.10843226,-0.044421542,0.08012951
-0.07733991,0.06871141,0.23475704,0.093177415,-0.10482429,0.12131595,0.09857591,-0.033334613,0.08173586,-0.27911866,-0.084618285,0.21496922,-0.1758805,0.13217488,-0.014068625,0.074370034
-0.028562386,-0.14576654,0.033345934,-0.033889446,0.06333115,0.010437651,-0.024196632,0.19721025,0.21786422,0.06437286,-0.054706197,-0.10588216,-0.114194624,0.26875257,0.013557534,-0.080289066
0.10970834,-0.23368956,0.017920276,0.04667534,-0.07807453,0.24419165,0.0068593323,-0.10329856,-0.018161045,0.2346661,0.07607179,0.057013102,0.059759583,-0.14709294,0.45985824,0.010709983
0.14896971,-0.06995462,-0.029481035,-0.053616893,0.11710858,0.116780095,-0.013157176,0.13990764,-0.0018839634,-0.18785754,0.027675223,-0.00053951633,-0.16740577,0.0122829955,-0.12654917,-0.12708224
0.03152095,-0.029882455,-0.016390702,0.111453734,0.068506725,0.06040156,0.006855838,0.12999995,-0.31527573,-0.0061873375,0.09985609,0.09219969,0.14039226,0.05837133,0.09493759,0.028970208
0.1451772,-0.038220137,-0.092826955,-0.02665822,0.1073844,-0.08630361,-0.1953226,0.2855075,-0.48053473,-0.121418834,0.1514915,-0.15458828,-0.018065058,-0.033553068,-0.265551,0.062278006
-0.1356638,-0.032633748,-0.13986503,-0.111273974,0.15289143,0.2647756,0.10850498,0.369073,-0.004341889,-0.05647145,0.0030950676,0.14871721,-0.13117307,0.22608346,-0.038445245,-0.09976653
-0.05273718,0.029329736,0.16393681,0.049053892,0.07956041,0.15666957,-0.13137694,-0.13630539,0.123827755,0.22296186,-0.07037484,-0.059520103,-0.15729594,0.08617205,-0.050568473,0.1132756
0.12729095,0.09541656,0.26122317,-0.09826709,0.062217206,0.3227969,0.091642834,-0.20620175,-0.033273656,-0.17550051,-0.15064302,0.005451031,0.3303766,0.22114228,-0.010616277,0.071028695
-0.10632176,0.14266868,-0.05640528,0.12855156,0.07762528,0.31738153,0.31452894,-0.079394124,-0.09974219,0.15618736,0.053571038,0.14526735,-0.10684291,0.052868277,0.19893418,0.11995006
0.057369277,-0.07468099,-0.058181603,-0.021907248,0.06517141,-0.2876168,0.13434646,0.043467913,-0.09526192,-0.12261449,-0.06943128,0.07993283,0.06355395,0.17228383,0.005986627,-0.032195225
-0.11690482,0.037718996,0.15387836,-0.13562192,0.07572254,0.13659245,0.17035146,0.05133741,0.0071823024,-0.26636243,-0.02052957,-0.15707733,-0.14697157,0.10372413,0.02884834,0.027378377
0.031970244,0.08190653,0.22877204,-0.01210481,0.09268935,-0.08357866,-0.19982032,0.21732734,-0.1401114,0.08627985,0.22106448,0.15777726,-0.24866207,0.22702642,-0.17034411,0.039814577
-0.026333889,0.061422024,-0.11609469,0.09641863,-0.1262997,-0.047453597,-0.074636616,-0.17402627,-0.21708447,0.23088038,0.0130504025,0.12241785,0.06840441,-0.16468312,-0.09916945,-0.11016233
0.081184685,0.12823279,-0.04357081,-0.12406061,0.1675372,0.05159543,-0.006496738,0.056895617,0.19441341,-0.30776593,-0.15204808,0.057865426,-0.008848758,0.10842808,0.10676175,-0.12490439
0.14526254,-0.05571316,0.08922732,0.048473097,0.11948561,-0.07048336,-0.17930594,0.1571548,-0.14269361,0.06722912,-0.046776727,0.025632853,-0.090136506,0.19866027,0.06330311,0.020621995
-0.1957612,-0.15701738,0.055750277,0.23305944,-0.20159417,0.047536004,0.2233612,0.20217876,0.06455452,-0.26920366,0.11296544,0.045778878,-0.15463926,-0.0048197913,-0.1360788,0.23741125
0.23306713,0.20799805,0.03892887,0.09446893,0.0685474,-0.086461306,-0.033776887,0.076197505,-0.1547633,0.23116305,-0.013305177,0.2558069,-0.08499267,0.16179557,0.187793,-0.13142759
0.0739519,-0.08544717,0.05233633,-0.077570535,-0.09905411,0.13840821,0.04544378,-0.1901968,-0.024226356,0.12908256,-0.18349053,0.07328292,0.014854066,0.12528615,-0.017760228,-0.023384407
-0.23412178,0.1136662,0.19519083,0.26542038,0.006149518,-0.02192153,-0.26529005,0.027477898,0.024004387,-0.30802867,-0.033420645,-0.05737087,-0.09948438,-0.104949676,-0.09589356,0.04456728
0.09663131,0.05162168,-0.041050814,-0.07013981,-0.065825276,-0.3241974,0.26974952,0.0067681964,0.0162068,-0.13852957,0.068181574,0.21664202,0.08491109,-0.15717462,-0.25183934,-0.00540187
0.0010369306,-0.0073513533,0.03891592,0.029028215,-0.0004951459,-0.07312439,0.11494762,-0.15244645,-0.19275662,0.20094456,-0.026699355,0.03145866,0.029000489,-0.110165276,-0.24922535,0.072987884
-0.09094084,-0.05519064,-0.102777876,-0.25172618,-0.14564429,0.14332622,0.13636023,0.08425681,0.013271972,-0.1387996,0.22028713,0.24651389,-0.0053719664,0.0954149,0.20813628,-0.08159402
0.30473226,-0.08018945,-0.05049612,0.013113898,0.014345929,0.07838437,-0.12782899,-0.18818663,0.054693464,-0.13209346,0.034672745,-0.011511082,-0.10932975,-0.10670195,0.04279526,0.24434479
0.15095763,-0.09101935,-0.085212864,-0.13154362,-0.04748604,0.27868336,-0.005710025,-0.16442062,-0.08143771,-0.28218475,-0.01678593,-0.26430872,-0.0011424789,-0.024209905,-0.07828822,0.28954953
0.10877241,0.051179968,0.079387456,-0.09060098,-0.1893266,0.11499608,0.11065546,-0.016374802,-0.13389586,-0.017497022,-0.109264955,0.036544014,0.18144715,-0.073751345,0.14578372,-0.13284235
0.12903258,-0.141246,0.14111862,0.07276588,-0.0032290083,-0.07800411,0.35818356,-0.24629015,-0.010798905,-0.14915538,0.045704022,-0.42833355,0.2484556,-0.025327984,-0.10193695,-0.16049315
-0.11712128,0.09420733,0.04070878,0.09886427,-0.010351018,-0.020043122,0.118592724,0.04445908,0.080010004,0.020020181,0.10325849,-0.054135367,-0.14524911,0.20785986,-0.122188196,0.0425571
-0.01356346,0.02537386,0.22807528,0.14341547,0.057845328,-0.033033114,-0.07388476,-0.1410902,-0.0683764,0.029459601,-0.105572335,0.17645003,0.1655063,-0.0324419,-0.054320145,0.096411034
0.3045556,0.065514445,-0.14846091,-0.23515649,0.0060852114,0.10556215,0.1721192,-0.0021070922,0.06747934,0.05559926,-0.04327233,-0.2378071,0.100291334,0.006991,-0.23451912,-0.12873244
0.10308642,-0.19600298,-0.09497634,0.2713176,0.06177339,0.031361394,-0.19575602,-0.10593989,-0.23787248,-0.00045660898,0.16043277,0.020952368,-0.120513424,0.0638444,0.037165605,-0.060707748
-0.17252025,-0.10468952,0.045813587,-0.040129658,-0.081634924,0.08478224,0.22854532,0.21880421,-0.18082301,0.055769723,0.07533943,-0.04347857,-0.15831254,-0.06861338,0.25066966,0.121531434
-0.031480294,-0.15712126,-0.14968984,-0.14256316,-0.032974865,0.26852465,-0.08591247,-0.12626433,-0.039765332,-0.12997296,-0.052868214,0.16943215,0.105028264,0.03298358,0.20245302,0.13268751
-0.15419161,0.12783274,0.18459779,0.044187438,0.022756059,-0.008381909,0.21728496,0.09385839,0.04471499,-0.048475426,0.060430188,-0.32000858,-0.14926603,0.118225835,0.14710048,-0.19555067
-0.17635143,0.020809645,-0.095582545,0.05214147,-0.0106941415,-0.09788699,-0.012002007,-0.21818978,0.26233467,0.07683588,0.1450894,-0.024640372,0.2645608,0.2182062,-0.071216166,-0.113857806
0.10934913,0.038665112,-0.10869508,0.101620644,-0.07912622,0.09251827,0.10572015,-0.1034286,-0.026406199,-0.09113242,0.09076591,-0.19452783,0.007999712,0.010109343,0.1387766,-0.0017235441
-0.09369689,0.18075062,0.17104773,0.12879054,0.11544086,0.13018373,0.18376824,0.13481447,-0.12505761,-0.19307354,-0.11341886,-0.098356836,0.042950127,0.052378844,0.07093704,0.27194825
-0.099697515,0.026533555,0.15956764,-0.01640964,0.060092118,-0.023662947,0.059285965,-0.0796209,0.03969664,-0.03146834,0.25581336,-0.29540643,-0.030050067,-0.10013833,-0.4205455,0.20804982
0.032370944,0.104892015,-0.14696702,0.054835074,0.007942726,0.07622871,0.16394165,-0.03394182,0.07635425,0.09309578,-0.2732486,0.09748603,-0.16024707,-0.19486487,0.083126396,-0.1086862
0.1583432,0.101630814,0.073563054,-0.16001423,-0.05037419,-0.020307573,-0.13905257,-0.19021347,0.1656685,0.18558471,-0.029293288,0.17878908,0.18484938,-0.07182815,-0.0156012485,-0.0018969517
0.19988278,-0.24648575,-0.20506519,0.12374686,-0.09444278,-0.10520009,0.060406685,0.01912135,-0.070838965,-0.08772075,0.0010762968,-0.11706977,0.031681545,0.015825635,-0.02266261,-0.17353357
-0.012755424,0.14528249,0.0947134,0.16752817,0.25437164,-0.01004864,-0.046802618,0.13001774,0.17859446,-0.011923436,0.008325586,-0.08774962,-0.054603007,-0.027960677,0.0068698837,-0.20351516
-0.004588467,0.009987932,-0.10548622,0.11444612,-0.17975192,0.008354463,-0.01779033,-0.055691693,-0.12420017,-0.22352706,0.0128457025,-0.12719767,-0.07877569,0.10622616,-0.09446869,0.18971379
0.087848134,-0.10690013,0.082422525,0.21520309,-0.031400487,0.15624973,0.18998775,-0.013184967,0.0176133,-0.07092066,-0.016839465,0.2144442,0.015321793,0.0036014428,0.06539873,-0.09718638
0.0852972,0.11071603,-0.013608617,-0.04166669,0.09685252,0.0087211635,0.22674407,-0.1689752,0.015288489,-0.14528956,-0.23380046,0.037161127,-0.09260729,-0.06301812,0.03507515,0.17129706
0.1390093,-0.04057428,0.072148085,-0.0035078372,0.18790244,-0.1100849,0.12617669,-0.054904472,-0.2326007,-0.10682936,-0.06260706,-0.086341225,-0.2011292,-0.24522512,-0.11216257,0.023408962
-0.017481253,0.04674851,0.14456153,0.21588683,-0.19899227,0.05530902,-0.0102328975,-0.12880793,-0.046924807,-0.14259729,0.21280895,-0.10609077,-0.08987053,0.25005767,0.06015326,0.03944741
0.060909014,0.27311003,0.63435495,0.042622168,0.2691897,0.2873602,0.06730683,0.17858835,0.0072390907,0.4932113,0.5809802,0.07800115,0.8940401,-0.31074783,0.11428119,0.053062327
0.027524149,0.05430501,0.07527818,-0.010005436,0.10689995,-0.01999836,0.32800594,0.030818414,0.12130559,0.16705239,-0.13531865,0.07796131,-0.23790653,0.16319175,-0.15814933,-0.16938408
0.07529096,-0.25426945,-0.013069455,0.047993608,-0.3911989,0.07713729,0.058317393,-0.1752289,-0.12098158,-0.07351125,-0.092960835,0.19917262,-0.046356745,0.06792845,-0.026351344,-0.018933512
-0.33818552,0.34363765,-0.046414297,0.10065905,-0.059753582,0.091222905,-0.2525415,-0.011056272,-0.06545016,-0.22630548,-0.15811026,0.0025431947,-0.047295503,0.19349305,-0.09596373,0.026019542
-0.03812113,-0.035290446,0.071130216,-0.15191892,-0.026436517,0.007657565,0.10921186,0.08465269,0.029124992,0.014902245,-0.030071251,0.027502991,-0.1288503,0.106152005,-0.14761694,-0.18503106
0.06007471,0.12935676,0.056646455,0.28576708,-0.003802526,0.05522526,-0.13167465,-0.36510327,0.010317169,-0.1522492,-0.06477854,0.21001269,0.3412508,-0.24545847,0.031325426,0.023048809
-0.21310486,0.008123917,0.05128262,-0.11652277,0.059955664,-0.05423551,-0.022387244,-0.09100193,-0.13710219,0.18161057,0.015836721,-0.370483,-0.116683654,0.019041251,-0.092479825,-0.032620274
0.19050267,-0.08132189,-0.18100604,-0.1178869,0.16266549,0.009737591,-0.06675483,-0.08047446,-0.017817743,-0.01857998,0.15297753,0.19308971,-0.020816714,0.033015464,-0.24381207,0.14956775
0.13097805,0.15310277,-0.1271035,0.11087281,0.06696131,0.00729963,-0.029265316,0.07064684,0.026896084,-0.11435232,-0.058969963,0.04821404,0.20545259,0.024822086,0.038254052,0.1442201
0.13848084,-0.08853075,-0.10853934,-0.026989818,-0.21813197,-0.007843633,-0.18581423,0.040895227,-0.106736764,-0.23263365,0.0820202,0.07831796,-0.42685068,0.04884979,-0.16046377,-0.0011104957
-0.17666861,-0.19838053,0.0035491097,0.058156695,-0.08957875,-0.09346457,0.27363136,-0.060541563,-0.08452952,-0.06344584,0.13073938,0.075449795,-0.08496341,-0.0203364,-0.015113719,0.022355963
0.1970479,0.04527717,-0.13979687,0.03460708,0.06810073,0.022665769,0.053779304,-0.08240893,-0.10423658,-0.20484412,0.08828744,-0.021082629,-0.07911462,0.055276606,-0.1308921,-0.028347718
0.00078774744,0.004773181,0.13792177,-0.28660655,0.30790204,-0.05684055,0.06507467,0.12652217,0.31143203,0.13125098,-0.028655758,-0.08195527,0.021225674,0.12194902,0.10256971,0.07764749
0.05301536,-0.065390125,-0.089796916,0.15088794,0.015846571,0.19471732,0.3241536,-0.0053014206,-0.14769572,-0.15679483,-0.01601848,-0.14009143,-0.041429944,0.15756944,-0.0011810176,0.02145271
-0.016219035,0.2382841,-0.0010643385,-0.13777284,0.03857798,0.18101996,-0.24596372,0.017192634,0.16384141,0.15483227,0.02648001,-0.049205724,0.14103341,-0.013701749,-0.17610583,-0.18769994
0.10265632,-0.27661407,-0.24331447,-0.14648733,-0.04294231,-0.023877364,0.017360322,-0.12800676,0.06801277,-0.16834773,0.20557408,-0.2756269,-0.2064343,-0.06405508,-0.07766194,-0.012204652
0.060384933,0.011086687,-0.16367523,0.09670067,-0.20660657,0.048815034,-0.006079872,0.0549277,-0.04911451,0.13102593,-0.28705397,0.19196717,-0.07736335,-0.048157245,-0.03317105,-0.12821099
0.022400137,0.16912976,-0.1883468,0.12356696,-0.021447336,0.12764527,0.025221763,-0.12631291,-0.04291671,0.17202456,-0.0329872,-0.27747706,-0.04701144,0.09052968,0.11209385,-0.066447824
-0.109424844,0.18912356,0.19176751,0.22598852,0.0038954793,-0.033292085,0.05982187,-0.09631279,0.049977496,0.29578248,0.04971555,-0.09330379,-0.3503827,0.24709319,-0.032557417,-0.043891076
0.080289714,0.22771357,0.14061649,0.07156165,-0.011479117,-0.07433522,-0.033173908,-0.057349827,0.20711498,-0.2268024,0.06596857,0.07304034,0.054397333,0.015294921,0.03724595,0.032053806
-0.2105887,0.12563808,-0.075951576,0.14653212,0.009116918,0.107429855,0.13107508,0.023850836,0.20477057,0.23000412,0.08877534,0.10200759,0.017623475,-0.10984293,0.10460851,0.048700616
0.021257004,-0.15652546,0.3226134,0.27085876,-0.2400904,-0.039153956,0.0940008,-0.026364997,-0.013853984,0.044517804,-0.035152633,-0.1733607,-0.21242647,0.11244008,-0.10164089,0.058151778
0.085470796,-0.13953426,-0.07846162,-0.09633187,0.03047565,0.17194864,-0.033959735,0.14993918,-0.079698555,-0.083881676,0.116344996,-0.12918791,0.14168343,0.11218209,-0.03852009,0.095835075
-0.007316607,-0.019771121,-0.18841538,-0.037931018,-0.09171322,0.09046567,0.019089349,-0.088148996,-0.1522412,0.13770078,-0.1702797,0.1918196,-0.08885379,0.09824978,0.14439565,-0.1679166
0.12027307,-0.033373363,0.14113042,0.13581403,-0.008271479,0.09633645,0.048599195,-0.14588732,-0.14181474,0.057726346,-0.08813853,0.019813092,0.22624616,-0.06048858,-0.0572005,0.0658363
0.0032719255,0.2672221,-0.0049397764,-0.14360319,-0.00843167,0.07650898,-0.11504832,-0.16282944,0.22585617,-0.1951129,-0.10394782,0.20625436,0.1715406,-0.08747116,-0.18372639,-0.22008868
0.042168472,0.04417234,0.06873164,-0.07762853,0.025284631,-0.041735787,0.05421375,0.08223177,-0.3618969,0.097417675,0.061656587,0.31241783,-0.0656884,0.3693299,-0.134327,0.16839625
0.18164843,0.12583576,0.04234819,0.24696289,0.25377026,0.29256013,-0.14596333,-0.22018105,-0.2876962,0.10427423,-0.17528202,0.26394337,-0.113261096,0.11348872,-0.09214334,0.11131318
0.30249643,-0.15761529,-0.25353426,-0.07110492,0.050609622,-0.19560486,-0.16287337,0.029766992,-0.094026454,0.017701821,0.13294117,0.15475638,0.0023917404,-0.011588092,-0.1425231,-0.079743125
-0.16489758,-0.202988,0.018292947,0.2472816,-0.30366015,-0.07104426,0.48266944,-0.10144137,-0.16957045,-0.04001853,0.38119423,-0.1388868,0.12349409,-0.097463846,0.049964033,0.14384899
0.1584575,-0.011252597,0.012273127,0.18990277,0.031636216,-0.2089102,-0.04322437,-0.013179335,0.05125488,-0.13002566,0.10398497,-0.031056413,0.048263036,0.07020776,0.2784404,0.038445216
-0.09611314,0.14107595,0.032175295,0.15872763,-0.009224251,-0.039562173,0.027945025,0.06610062,0.09533193,-0.14756522,0.29159492,-0.08556381,0.050329525,-0.009578403,0.033037275,0.25939813
0.38698936,-0.12570544,0.065488935,0.009221734,0.10225068,0.08299342,0.21949075,0.19852792,0.057309546,0.021247715,0.15933935,0.08408152,-0.0144382445,-0.06429737,0.045734517,-0.1202243
0.16521597,0.0674961,0.17791569,0.21166804,-0.0063236603,-0.09546529,-0.07262484,0.06228613,-0.17458327,-0.0044770897,0.115084395,-0.15252113,0.15779713,0.21589684,0.19224508,0.14170523
-0.073352434,0.11601737,0.23249663,-0.121344656,0.29153696,-0.09593567,-0.054726314,0.12571767,-0.0151785305,0.014428909,-0.16347307,-0.10657247,0.18580861,-0.10758292,0.10978575,-0.038704105
